Instrument,Revenue,Gross Profit,Operating Income,"Capital Expenditures, Cumulative",Selling/General/Administrative Expense,Net Income Incl Extra Before Distributions,Total Assets
JNJ.N,20394000000.0,13465000000.0,3122000000.0,-3670000000.0,5991000000.0,3042000000.0,152954000000.0
JNJ.N,20021000000.0,13429000000.0,4422000000.0,-656000000.0,5219000000.0,3749000000.0,150027000000.0
JNJ.N,20562000000.0,13660000000.0,7041000000.0,-1493000000.0,5546000000.0,5607000000.0,155117000000.0
JNJ.N,20729000000.0,13882000000.0,1647000000.0,-2238000000.0,5374000000.0,1753000000.0,155521000000.0
JNJ.N,20747000000.0,13632000000.0,4218000000.0,-3498000000.0,6039000000.0,4010000000.0,157728000000.0
JNJ.N,20691000000.0,13644000000.0,6509000000.0,-625000000.0,5203000000.0,5796000000.0,155017000000.0
JNJ.N,18336000000.0,11779000000.0,3940000000.0,-1287000000.0,4993000000.0,3626000000.0,158380000000.0
JNJ.N,21082000000.0,14142000000.0,4401000000.0,-2024000000.0,5431000000.0,3554000000.0,170693000000.0
JNJ.N,22475000000.0,14692000000.0,1647000000.0,-3347000000.0,6457000000.0,1738000000.0,174894000000.0
JNJ.N,22321000000.0,15258000000.0,7429000000.0,-677000000.0,5432000000.0,6197000000.0,172557000000.0
JNJ.N,23312000000.0,15725000000.0,6662000000.0,-1490000000.0,6073000000.0,6278000000.0,176440000000.0
JNJ.N,23338000000.0,16088000000.0,3849000000.0,-2237000000.0,6000000000.0,3667000000.0,179228000000.0
JNJ.N,9769000000.0,8267000000.0,1238000000.0,-3652000000.0,2613000000.0,4736000000.0,182018000000.0
JNJ.N,23426000000.0,15844000000.0,5862000000.0,-607000000.0,5938000000.0,5149000000.0,178355000000.0
JNJ.N,24020000000.0,16118000000.0,5840000000.0,-1470000000.0,6226000000.0,4814000000.0,177724000000.0
JNJ.N,19996000000.0,13824000000.0,5172000000.0,-2422000000.0,4975000000.0,4458000000.0,175124000000.0
JNJ.N,19939000000.0,13855000000.0,3840000000.0,-4009000000.0,5339000000.0,3520000000.0,187378000000.0
JNJ.N,20894000000.0,14207000000.0,-1287000000.0,-863000000.0,4906000000.0,-68000000.0,195969000000.0
JNJ.N,21519000000.0,15057000000.0,6306000000.0,-1987000000.0,5396000000.0,5144000000.0,191686000000.0
JNJ.N,21351000000.0,14971000000.0,5217000000.0,-2954000000.0,5400000000.0,26028000000.0,166061000000.0
JNJ.N,21395000000.0,14680000000.0,4826000000.0,-4543000000.0,5810000000.0,4049000000.0,167558000000.0
JNJ.N,21383000000.0,14879000000.0,3714000000.0,-807000000.0,5257000000.0,3255000000.0,171966000000.0
JNJ.N,22447000000.0,15580000000.0,5748000000.0,-1783000000.0,5681000000.0,4686000000.0,181088000000.0
JNJ.N,22471000000.0,15514000000.0,3338000000.0,-2812000000.0,5478000000.0,2694000000.0,178287000000.0
JNJ.N,22520000000.0,15412000000.0,3887000000.0,-4424000000.0,6453000000.0,3431000000.0,180104000000.0
JNJ.N,21893000000.0,14544000000.0,13631000000.0,-795000000.0,5112000000.0,10999000000.0,193671000000.0
JNJ.N,23743000000.0,16130000000.0,6491000000.0,-1838000000.0,5889000000.0,5537000000.0,193389000000.0
JNJ.N,23993000000.0,16702000000.0,7493000000.0,-2995000000.0,5922000000.0,5152000000.0,192816000000.0
JNJ.N,24564000000.0,16652000000.0,4966000000.0,-4832000000.0,6753000000.0,5116000000.0,199210000000.0
PFE.N,1155000000.0,370000000.0,-9034000000.0,-2196000000.0,2156000000.0,-394000000.0,159422000000.0
PFE.N,9957000000.0,,2079000000.0,-618000000.0,,3883000000.0,155421000000.0
PFE.N,10363000000.0,,2228000000.0,-1206000000.0,,5046000000.0,156199000000.0
PFE.N,10402000000.0,,9443000000.0,-1868000000.0,,7679000000.0,170446000000.0
PFE.N,10449000000.0,8375000000.0,-2208000000.0,-2594000000.0,3624000000.0,-337000000.0,167594000000.0
PFE.N,10083000000.0,8173000000.0,3488000000.0,-495000000.0,2449000000.0,3355000000.0,166336000000.0
PFE.N,9864000000.0,8079000000.0,2518000000.0,-975000000.0,2529000000.0,3489000000.0,177934000000.0
PFE.N,10277000000.0,8299000000.0,865000000.0,-1505000000.0,2564000000.0,1469000000.0,178983000000.0
PFE.N,11427000000.0,8695000000.0,943000000.0,-2791000000.0,3861000000.0,846000000.0,154229000000.0
PFE.N,14516000000.0,10389000000.0,5527000000.0,-554000000.0,2653000000.0,4876000000.0,158818000000.0
PFE.N,18899000000.0,11950000000.0,6254000000.0,-1094000000.0,2787000000.0,5564000000.0,169920000000.0
PFE.N,24035000000.0,14136000000.0,7652000000.0,-1718000000.0,2728000000.0,8146000000.0,179188000000.0
PFE.N,23635000000.0,14060000000.0,4576000000.0,-2711000000.0,3922000000.0,3393000000.0,181476000000.0
PFE.N,25661000000.0,15703000000.0,9873000000.0,-643000000.0,2495000000.0,7863000000.0,183841000000.0
PFE.N,27742000000.0,19117000000.0,12102000000.0,-1394000000.0,2899000000.0,9905000000.0,195290000000.0
PFE.N,22638000000.0,16600000000.0,9412000000.0,-2235000000.0,3240000000.0,8609000000.0,195350000000.0
PFE.N,25135000000.0,15660000000.0,5172000000.0,-3236000000.0,4413000000.0,4995000000.0,197205000000.0
PFE.N,18485000000.0,13738000000.0,6793000000.0,-1139000000.0,3351000000.0,5543000000.0,195617000000.0
PFE.N,13006000000.0,9934000000.0,2079000000.0,-2053000000.0,3420000000.0,2327000000.0,220168000000.0
PFE.N,13492000000.0,4586000000.0,-2947000000.0,-2863000000.0,3204000000.0,-2382000000.0,215021000000.0
PFE.N,14570000000.0,13504000000.0,-6552000000.0,-3907000000.0,4471000000.0,-3369000000.0,226501000000.0
PFE.N,14878000000.0,11842000000.0,4085000000.0,-704000000.0,3454000000.0,3115000000.0,221095000000.0
PFE.N,13283000000.0,10515000000.0,772000000.0,-1341000000.0,3668000000.0,41000000.0,216193000000.0
PFE.N,17701000000.0,12828000000.0,5160000000.0,-1992000000.0,3218000000.0,4465000000.0,219476000000.0
PFE.N,17764000000.0,12110000000.0,-409000000.0,-2909000000.0,4274000000.0,410000000.0,213396000000.0
PFE.N,13715000000.0,11123000000.0,3666000000.0,-564000000.0,3009000000.0,2968000000.0,208028000000.0
PFE.N,14653000000.0,11151000000.0,3467000000.0,-1182000000.0,3395000000.0,2910000000.0,206095000000.0
PFE.N,16654000000.0,12675000000.0,3647000000.0,-1784000000.0,3158000000.0,3541000000.0,208731000000.0
PFE.N,17557000000.0,12492000000.0,-1126000000.0,-2629000000.0,4080000000.0,-1648000000.0,208160000000.0
MRK.N,10998000000.0,7722000000.0,2714000000.0,-2615000000.0,2610000000.0,1827000000.0,82637000000.0
MRK.N,10816000000.0,7798000000.0,3255000000.0,-595000000.0,2425000000.0,2915000000.0,82354000000.0
MRK.N,11760000000.0,8424000000.0,3399000000.0,-1377000000.0,2680000000.0,2670000000.0,83965000000.0
MRK.N,12397000000.0,8469000000.0,2382000000.0,-2336000000.0,2588000000.0,1901000000.0,83331000000.0
MRK.N,,,0.0,-3473000000.0,,,84397000000.0
MRK.N,10288000000.0,7527000000.0,3023000000.0,-986000000.0,2180000000.0,3219000000.0,84913000000.0
MRK.N,9353000000.0,6631000000.0,2354000000.0,-1553000000.0,2074000000.0,3002000000.0,90615000000.0
MRK.N,10929000000.0,7954000000.0,2394000000.0,-2998000000.0,2045000000.0,2941000000.0,89800000000.0
MRK.N,10948000000.0,6223000000.0,-2798000000.0,-4429000000.0,2609000000.0,-2094000000.0,91588000000.0
MRK.N,10627000000.0,7643000000.0,2532000000.0,-1134000000.0,2185000000.0,3179000000.0,90847000000.0
MRK.N,11402000000.0,8373000000.0,1614000000.0,-2068000000.0,2279000000.0,1545000000.0,90688000000.0
MRK.N,13154000000.0,9752000000.0,4816000000.0,-3240000000.0,2331000000.0,4567000000.0,93494000000.0
MRK.N,13521000000.0,9694000000.0,3575000000.0,-4448000000.0,2820000000.0,3758000000.0,105694000000.0
MRK.N,15901000000.0,10567000000.0,5569000000.0,-984000000.0,2302000000.0,4310000000.0,106668000000.0
MRK.N,14593000000.0,10444000000.0,4925000000.0,-2113000000.0,2485000000.0,3944000000.0,107095000000.0
MRK.N,14959000000.0,11079000000.0,4012000000.0,-3239000000.0,2494000000.0,3248000000.0,107081000000.0
MRK.N,13830000000.0,9987000000.0,3438000000.0,-4388000000.0,2667000000.0,3017000000.0,109160000000.0
MRK.N,14487000000.0,10590000000.0,3166500000.0,-1007000000.0,2478000000.0,2821000000.0,107796000000.0
MRK.N,15035000000.0,11043000000.0,-5163000000.0,-1972000000.0,2650000000.0,-5975000000.0,104469000000.0
MRK.N,15962000000.0,11731000000.0,5746000000.0,-2874000000.0,2479000000.0,4745000000.0,106727000000.0
MRK.N,14630000000.0,10835000000.0,-1968000000.0,-3863000000.0,2775000000.0,-1226000000.0,106675000000.0
MRK.N,15775000000.0,12351000000.0,5637000000.0,-861000000.0,2478000000.0,4762000000.0,105849000000.0
MRK.N,16112000000.0,12433000000.0,6048000000.0,-1652000000.0,2708000000.0,5455000000.0,112630000000.0
MRK.N,16657000000.0,12769000000.0,3928000000.0,-2435000000.0,2700000000.0,3157000000.0,117532000000.0
MRK.N,15624000000.0,11917000000.0,4297000000.0,-3372000000.0,2848000000.0,3743000000.0,117106000000.0
MRK.N,15529000000.0,12146000000.0,5868000000.0,-1328000000.0,2552000000.0,5079000000.0,115122000000.0
MRK.N,15806000000.0,12349000000.0,4992000000.0,-2092000000.0,2648000000.0,4427000000.0,117523000000.0
MRK.N,17276000000.0,13493000000.0,6507000000.0,-3079000000.0,2633000000.0,5785000000.0,129546000000.0
MRK.N,16400000000.0,12161000000.0,3852000000.0,-4112000000.0,2895000000.0,2963000000.0,136866000000.0
ABBV.N,8305000000.0,6300000000.0,-2441000000.0,-638000000.0,1887000000.0,-1826000000.0,59352000000.0
ABBV.N,7828000000.0,6094000000.0,3010000000.0,-107000000.0,1470000000.0,2456000000.0,56769000000.0
ABBV.N,8255000000.0,6399000000.0,3400000000.0,-235000000.0,1615000000.0,741000000.0,57142000000.0
ABBV.N,8479000000.0,6517000000.0,2617000000.0,-389000000.0,1396000000.0,1884000000.0,59441000000.0
ABBV.N,8704000000.0,6650000000.0,3956000000.0,-552000000.0,1905000000.0,2801000000.0,89115000000.0
ABBV.N,8619000000.0,6677000000.0,3603000000.0,-125000000.0,1545000000.0,3010000000.0,91199000000.0
ABBV.N,10425000000.0,6748000000.0,752000000.0,-302000000.0,2978000000.0,-738000000.0,149530000000.0
ABBV.N,12902000000.0,7874000000.0,3255000000.0,-519000000.0,2663000000.0,2308000000.0,149621000000.0
ABBV.N,13858000000.0,9248000000.0,3753000000.0,-798000000.0,3029000000.0,36000000.0,150565000000.0
ABBV.N,13010000000.0,8818000000.0,4103000000.0,-188000000.0,2613000000.0,3553000000.0,150501000000.0
ABBV.N,13959000000.0,9461000000.0,4441000000.0,-383000000.0,2975000000.0,766000000.0,147972000000.0
ABBV.N,14342000000.0,9998000000.0,4306000000.0,-600000000.0,2898000000.0,3179000000.0,148858000000.0
ABBV.N,14886000000.0,10606000000.0,5074000000.0,-787000000.0,3090000000.0,4044000000.0,146529000000.0
ABBV.N,13538000000.0,9517000000.0,4717000000.0,-162000000.0,2877000000.0,4490000000.0,143211000000.0
ABBV.N,14583000000.0,10439000000.0,3295000000.0,-305000000.0,5275000000.0,924000000.0,143186000000.0
ABBV.N,14812000000.0,10584000000.0,4603000000.0,-482000000.0,3145000000.0,3949000000.0,141325000000.0
ABBV.N,15121000000.0,10987000000.0,5502000000.0,-695000000.0,3163000000.0,2473000000.0,138805000000.0
ABBV.N,12225000000.0,8253000000.0,2768000000.0,-175000000.0,2819000000.0,239000000.0,134544000000.0
ABBV.N,13865000000.0,9657000000.0,4513000000.0,-353000000.0,3104000000.0,2024000000.0,135367000000.0
ABBV.N,13927000000.0,9562000000.0,2281000000.0,-572000000.0,3265000000.0,1778000000.0,136221000000.0
ABBV.N,14301000000.0,8620000000.0,3195000000.0,-777000000.0,3069000000.0,822000000.0,134711000000.0
ABBV.N,12310000000.0,8216000000.0,2798000000.0,-193000000.0,3063000000.0,1369000000.0,148874000000.0
ABBV.N,14462000000.0,10260000000.0,3998000000.0,-434000000.0,3243000000.0,1370000000.0,141937000000.0
ABBV.N,14460000000.0,10248000000.0,3831000000.0,-683000000.0,4059000000.0,1561000000.0,143422000000.0
ABBV.N,15102000000.0,10706000000.0,-1490000000.0,-974000000.0,3769000000.0,-22000000.0,135161000000.0
ABBV.N,13343000000.0,9341000000.0,3733000000.0,-235000000.0,3065000000.0,1286000000.0,136165000000.0
ABBV.N,15423000000.0,11077000000.0,4894000000.0,-504000000.0,3164000000.0,938000000.0,137182000000.0
ABBV.N,15776000000.0,11319000000.0,1904000000.0,-885000000.0,3446000000.0,186000000.0,133898000000.0
ABBV.N,16618000000.0,12066000000.0,4544000000.0,-1214000000.0,3818000000.0,1816000000.0,133960000000.0
UNH.N,,,4497000000.0,-2063000000.0,8703000000.0,3040000000.0,152221000000.0
UNH.N,,,4832000000.0,-562000000.0,8517000000.0,3467000000.0,161197000000.0
UNH.N,,,4744000000.0,-977000000.0,8415000000.0,3293000000.0,167200000000.0
UNH.N,,,5014000000.0,-1421000000.0,8960000000.0,3538000000.0,173709000000.0
UNH.N,,,5095000000.0,-2071000000.0,9301000000.0,3541000000.0,173889000000.0
UNH.N,,,4996000000.0,-469000000.0,10015000000.0,3382000000.0,189067000000.0
UNH.N,,,9241000000.0,-920000000.0,10001000000.0,6637000000.0,192483000000.0
UNH.N,,,4651000000.0,-1477000000.0,10174000000.0,3172000000.0,190969000000.0
UNH.N,,,3517000000.0,-2051000000.0,11514000000.0,2212000000.0,197289000000.0
UNH.N,,,6739000000.0,-568000000.0,10223000000.0,4862000000.0,205171000000.0
UNH.N,,,5978000000.0,-1130000000.0,10359000000.0,4266000000.0,210292000000.0
UNH.N,,,5712000000.0,-1759000000.0,10725000000.0,4086000000.0,213045000000.0
UNH.N,,,5541000000.0,-2454000000.0,11272000000.0,4071000000.0,212206000000.0
UNH.N,,,6950000000.0,-555000000.0,11401000000.0,5027000000.0,221238000000.0
UNH.N,,,7132000000.0,-1212000000.0,11709000000.0,5070000000.0,230172000000.0
UNH.N,,,7462000000.0,-1936000000.0,11663000000.0,5262000000.0,243064000000.0
UNH.N,,,6891000000.0,-2802000000.0,13009000000.0,4761000000.0,245705000000.0
UNH.N,,,8086000000.0,-760000000.0,13625000000.0,5611000000.0,283679000000.0
UNH.N,,,8057000000.0,-1589000000.0,13809000000.0,5474000000.0,280164000000.0
UNH.N,,,8526000000.0,-2427000000.0,13855000000.0,5841000000.0,282063000000.0
UNH.N,,,7689000000.0,-3386000000.0,13339000000.0,5455000000.0,273720000000.0
UNH.N,,,845000000.0,-743000000.0,14077000000.0,-1409000000.0,284210000000.0
UNH.N,,,6650000000.0,-1596000000.0,13162000000.0,4216000000.0,286056000000.0
UNH.N,,,8688000000.0,-2587000000.0,13280000000.0,6055000000.0,299309000000.0
UNH.N,,,7794000000.0,-3499000000.0,12494000000.0,5543000000.0,298278000000.0
UNH.N,,,9104000000.0,-898000000.0,13594000000.0,6292000000.0,309790000000.0
UNH.N,,,5109000000.0,-1784000000.0,13778000000.0,3406000000.0,308573000000.0
UNH.N,,,4232000000.0,-2674000000.0,15223000000.0,2348000000.0,315269000000.0
UNH.N,,,254000000.0,-3622000000.0,16997000000.0,10000000.0,309581000000.0
CVS.N,54909000000.0,10150000000.0,1309000000.0,-2037000000.0,6613000000.0,-419000000.0,196456000000.0
CVS.N,61646000000.0,10940000000.0,2690000000.0,-716000000.0,8142000000.0,1421000000.0,219768000000.0
CVS.N,63431000000.0,11374000000.0,3332000000.0,-1289000000.0,7975000000.0,1936000000.0,218904000000.0
CVS.N,64810000000.0,11523000000.0,2849000000.0,-1890000000.0,8550000000.0,1529000000.0,220113000000.0
CVS.N,66889000000.0,11691000000.0,3037000000.0,-2457000000.0,,1747000000.0,222449000000.0
CVS.N,66755000000.0,12021000000.0,3458000000.0,-742000000.0,,2007000000.0,230639000000.0
CVS.N,65341000000.0,13348000000.0,4680000000.0,-1190000000.0,,2975000000.0,235495000000.0
CVS.N,67056000000.0,11720000000.0,2483000000.0,-1724000000.0,,1224000000.0,232898000000.0
CVS.N,69554000000.0,11957000000.0,1850000000.0,-2437000000.0,,973000000.0,230715000000.0
CVS.N,69097000000.0,12499000000.0,3577000000.0,-829000000.0,,2223000000.0,229606000000.0
CVS.N,72616000000.0,13195000000.0,4326000000.0,-1315000000.0,,2783000000.0,231164000000.0
CVS.N,73794000000.0,12702000000.0,2698000000.0,-1923000000.0,,1598000000.0,234891000000.0
CVS.N,76604000000.0,13724000000.0,2257000000.0,-2520000000.0,,1397000000.0,232999000000.0
CVS.N,76826000000.0,13394000000.0,3545000000.0,-1051000000.0,,2354000000.0,232873000000.0
CVS.N,80636000000.0,13856000000.0,4669000000.0,-1459000000.0,,3029000000.0,230279000000.0
CVS.N,81159000000.0,13393000000.0,-3919000000.0,-2039000000.0,,-3406000000.0,231212000000.0
CVS.N,83846000000.0,13859000000.0,3659000000.0,-2727000000.0,,2334000000.0,228275000000.0
CVS.N,85278000000.0,13375000000.0,3446000000.0,-984000000.0,,2136000000.0,239330000000.0
CVS.N,88921000000.0,13603000000.0,3234000000.0,-1575000000.0,,1901000000.0,250071000000.0
CVS.N,89764000000.0,13577000000.0,3690000000.0,-2120000000.0,,2261000000.0,251306000000.0
CVS.N,93813000000.0,13876000000.0,3373000000.0,-3031000000.0,,2046000000.0,249728000000.0
CVS.N,88437000000.0,12561000000.0,2271000000.0,-705000000.0,,1113000000.0,249743000000.0
CVS.N,91234000000.0,13383000000.0,3045000000.0,-1343000000.0,,1770000000.0,252481000000.0
CVS.N,95428000000.0,12558000000.0,832000000.0,-2013000000.0,,87000000.0,252427000000.0
CVS.N,97710000000.0,12899000000.0,2859000000.0,-2781000000.0,,1644000000.0,253215000000.0
CVS.N,94588000000.0,14396000000.0,3374000000.0,-743000000.0,,1779000000.0,255585000000.0
CVS.N,98915000000.0,13593000000.0,2381000000.0,-1350000000.0,,1021000000.0,258343000000.0
CVS.N,102871000000.0,13806000000.0,-2724000000.0,-2048000000.0,,-3975000000.0,255327000000.0
CVS.N,105693000000.0,13567000000.0,2112000000.0,-2832000000.0,,2943000000.0,253538000000.0
WMT.N,138793000000.0,33886000000.0,6067000000.0,-10344000000.0,27819000000.0,3687000000.0,219295000000.0
WMT.N,123925000000.0,30891000000.0,4945000000.0,-2205000000.0,25946000000.0,3842000000.0,234544000000.0
WMT.N,130377000000.0,32454000000.0,5583000000.0,-4871000000.0,26871000000.0,3610000000.0,234861000000.0
WMT.N,127991000000.0,32091000000.0,4718000000.0,-7765000000.0,27073000000.0,3288000000.0,239830000000.0
WMT.N,141671000000.0,33923000000.0,5322000000.0,-10705000000.0,28001000000.0,4141000000.0,236495000000.0
WMT.N,134622000000.0,32596000000.0,5224000000.0,-1752000000.0,26472000000.0,3990000000.0,232892000000.0
WMT.N,137742000000.0,35053000000.0,6059000000.0,-3569000000.0,27094000000.0,6476000000.0,237382000000.0
WMT.N,134708000000.0,34369000000.0,4778000000.0,-6438000000.0,27991000000.0,5135000000.0,250863000000.0
WMT.N,152079000000.0,36818000000.0,-1913000000.0,-10264000000.0,30331000000.0,-2091000000.0,252496000000.0
WMT.N,138310000000.0,35038000000.0,6109000000.0,-2214000000.0,27629000000.0,2730000000.0,236581000000.0
WMT.N,141048000000.0,35865000000.0,7354000000.0,-5019000000.0,27311000000.0,4276000000.0,238552000000.0
WMT.N,140525000000.0,35502000000.0,3382000000.0,-8588000000.0,29510000000.0,3105000000.0,244851000000.0
WMT.N,152871000000.0,37349000000.0,5887000000.0,-13106000000.0,30962000000.0,3562000000.0,244860000000.0
WMT.N,141569000000.0,34722000000.0,5318000000.0,-3539000000.0,29404000000.0,2054000000.0,246142000000.0
WMT.N,152859000000.0,37021000000.0,7054000000.0,-7492000000.0,30167000000.0,5149000000.0,247199000000.0
WMT.N,152813000000.0,37200000000.0,2695000000.0,-12061000000.0,31205000000.0,-1798000000.0,247656000000.0
WMT.N,164048000000.0,38625000000.0,5561000000.0,-16857000000.0,32264000000.0,6275000000.0,243197000000.0
WMT.N,152301000000.0,37017000000.0,6240000000.0,-4429000000.0,30777000000.0,1673000000.0,245053000000.0
WMT.N,161632000000.0,39782000000.0,7316000000.0,-9216000000.0,32466000000.0,7891000000.0,255121000000.0
WMT.N,160804000000.0,39621000000.0,6202000000.0,-14674000000.0,33419000000.0,453000000.0,259174000000.0
WMT.N,173388000000.0,41563000000.0,7254000000.0,-20606000000.0,34309000000.0,5494000000.0,252399000000.0
WMT.N,161508000000.0,40077000000.0,6841000000.0,-4676000000.0,33236000000.0,5104000000.0,254054000000.0
WMT.N,169335000000.0,42525000000.0,7940000000.0,-10507000000.0,34585000000.0,4501000000.0,254440000000.0
WMT.N,169588000000.0,42248000000.0,6708000000.0,-16696000000.0,35540000000.0,4577000000.0,263399000000.0
WMT.N,180554000000.0,44382000000.0,7859000000.0,-23783000000.0,36523000000.0,5254000000.0,260823000000.0
WMT.N,165609000000.0,41306000000.0,7135000000.0,-4986000000.0,34171000000.0,4487000000.0,262372000000.0
WMT.N,177402000000.0,44631000000.0,7286000000.0,-11409000000.0,37345000000.0,7026000000.0,270837000000.0
WMT.N,179496000000.0,44790000000.0,6696000000.0,-18627000000.0,38094000000.0,6143000000.0,288655000000.0
WMT.N,190656000000.0,47041000000.0,8708000000.0,-26642000000.0,38333000000.0,4237000000.0,284668000000.0
TGT.N,22977000000.0,6078000000.0,1117000000.0,-3516000000.0,4284000000.0,798000000.0,41290000000.0
TGT.N,17627000000.0,5379000000.0,1135000000.0,-655000000.0,3660000000.0,795000000.0,40619000000.0
TGT.N,18422000000.0,5797000000.0,1324000000.0,-1394000000.0,3902000000.0,938000000.0,41566000000.0
TGT.N,18665000000.0,5730000000.0,1002000000.0,-2403000000.0,4146000000.0,714000000.0,43741000000.0
TGT.N,23399000000.0,6343000000.0,1198000000.0,-3027000000.0,4503000000.0,834000000.0,42779000000.0
TGT.N,19615000000.0,5321000000.0,468000000.0,-751000000.0,4025000000.0,284000000.0,44806000000.0
TGT.N,22975000000.0,7302000000.0,2300000000.0,-1414000000.0,4435000000.0,1690000000.0,48000000000.0
TGT.N,22632000000.0,7123000000.0,1423000000.0,-2009000000.0,4645000000.0,1014000000.0,50661000000.0
TGT.N,28339000000.0,7864000000.0,1836000000.0,-2649000000.0,5448000000.0,1380000000.0,51248000000.0
TGT.N,24197000000.0,7481000000.0,2709000000.0,-540000000.0,4468000000.0,2097000000.0,50471000000.0
TGT.N,25160000000.0,7880000000.0,2467000000.0,-1338000000.0,4810000000.0,1817000000.0,51385000000.0
TGT.N,25652000000.0,7446000000.0,2010000000.0,-2483000000.0,4856000000.0,1488000000.0,54411000000.0
TGT.N,30996000000.0,8235000000.0,2095000000.0,-3544000000.0,5532000000.0,1544000000.0,53811000000.0
TGT.N,25170000000.0,6709000000.0,1346000000.0,-952000000.0,4739000000.0,1009000000.0,50842000000.0
TGT.N,26037000000.0,5895000000.0,321000000.0,-2523000000.0,4975000000.0,183000000.0,52470000000.0
TGT.N,26518000000.0,6838000000.0,1022000000.0,-4323000000.0,5214000000.0,712000000.0,55615000000.0
TGT.N,31395000000.0,7449000000.0,1159000000.0,-5528000000.0,5664000000.0,876000000.0,53335000000.0
TGT.N,25322000000.0,6936000000.0,1328000000.0,-1605000000.0,5025000000.0,950000000.0,52150000000.0
TGT.N,24773000000.0,6975000000.0,1197000000.0,-2825000000.0,5151000000.0,835000000.0,53206000000.0
TGT.N,25398000000.0,7249000000.0,1317000000.0,-3952000000.0,5252000000.0,971000000.0,56229000000.0
TGT.N,31919000000.0,8516000000.0,1865000000.0,-4806000000.0,6025000000.0,1382000000.0,55356000000.0
TGT.N,24531000000.0,7082000000.0,1296000000.0,-674000000.0,5168000000.0,942000000.0,55117000000.0
TGT.N,25452000000.0,7653000000.0,1635000000.0,-1313000000.0,5356000000.0,1192000000.0,55995000000.0
TGT.N,25668000000.0,7293000000.0,1168000000.0,-1968000000.0,5485000000.0,854000000.0,58531000000.0
TGT.N,30915000000.0,8036000000.0,1467000000.0,-2891000000.0,5892000000.0,1103000000.0,57769000000.0
TGT.N,23846000000.0,6718000000.0,1472000000.0,-790000000.0,3998000000.0,1036000000.0,56185000000.0
TGT.N,25211000000.0,7308000000.0,1317000000.0,-1864000000.0,5325000000.0,935000000.0,57851000000.0
TGT.N,25270000000.0,7133000000.0,948000000.0,-2842000000.0,5340000000.0,689000000.0,59991000000.0
TGT.N,30453000000.0,8110000000.0,1380000000.0,-3727000000.0,6024000000.0,1045000000.0,59490000000.0
KR.N,28091000000.0,6188000000.0,389000000.0,-2967000000.0,5218000000.0,259000000.0,38118000000.0
KR.N,37251000000.0,8268000000.0,1077000000.0,-901000000.0,6588000000.0,772000000.0,44319000000.0
KR.N,28168000000.0,6161000000.0,559000000.0,-1581000000.0,5011000000.0,297000000.0,44462000000.0
KR.N,27974000000.0,6176000000.0,254000000.0,-2363000000.0,5298000000.0,263000000.0,45393000000.0
KR.N,28893000000.0,6386000000.0,537000000.0,-3128000000.0,5194000000.0,327000000.0,45256000000.0
KR.N,41549000000.0,10095000000.0,1326000000.0,-698000000.0,7944000000.0,1212000000.0,46942000000.0
KR.N,30489000000.0,6938000000.0,820000000.0,-1343000000.0,5501000000.0,819000000.0,47543000000.0
KR.N,29723000000.0,6822000000.0,792000000.0,-2062000000.0,5399000000.0,631000000.0,48465000000.0
KR.N,30737000000.0,7046000000.0,-158000000.0,-2865000000.0,6530000000.0,-77000000.0,48662000000.0
KR.N,41298000000.0,9351000000.0,805000000.0,-820000000.0,7685000000.0,140000000.0,48811000000.0
KR.N,31682000000.0,6768000000.0,839000000.0,-1319000000.0,5282000000.0,467000000.0,48461000000.0
KR.N,31860000000.0,6901000000.0,868000000.0,-2008000000.0,5374000000.0,483000000.0,49829000000.0
KR.N,33048000000.0,7329000000.0,965000000.0,-2614000000.0,5708000000.0,565000000.0,49086000000.0
KR.N,44600000000.0,9648000000.0,1505000000.0,-745000000.0,7253000000.0,664000000.0,49091000000.0
KR.N,34638000000.0,7246000000.0,954000000.0,-1430000000.0,5608000000.0,731000000.0,48741000000.0
KR.N,34198000000.0,7308000000.0,841000000.0,-2261000000.0,5782000000.0,398000000.0,49987000000.0
KR.N,34822000000.0,7576000000.0,826000000.0,-3078000000.0,6044000000.0,451000000.0,49623000000.0
KR.N,45165000000.0,10085000000.0,1470000000.0,-1028000000.0,7658000000.0,962000000.0,50193000000.0
KR.N,33853000000.0,7378000000.0,-479000000.0,-1954000000.0,7141000000.0,-180000000.0,50202000000.0
KR.N,33957000000.0,7480000000.0,912000000.0,-2907000000.0,5847000000.0,646000000.0,51021000000.0
KR.N,37064000000.0,8421000000.0,1194000000.0,-3904000000.0,6429000000.0,736000000.0,50505000000.0
KR.N,45269000000.0,10145000000.0,1294000000.0,-1304000000.0,7873000000.0,947000000.0,51579000000.0
KR.N,33912000000.0,7651000000.0,815000000.0,-2179000000.0,6085000000.0,466000000.0,51443000000.0
KR.N,33634000000.0,7686000000.0,907000000.0,-3133000000.0,6101000000.0,618000000.0,62418000000.0
KR.N,34308000000.0,7920000000.0,912000000.0,-4017000000.0,6150000000.0,634000000.0,52616000000.0
KR.N,45118000000.0,10567000000.0,1322000000.0,-1044000000.0,8057000000.0,866000000.0,53248000000.0
KR.N,33940000000.0,7810000000.0,863000000.0,-1968000000.0,6001000000.0,609000000.0,53590000000.0
KR.N,33859000000.0,7902000000.0,-1541000000.0,-2909000000.0,6068000000.0,-1320000000.0,51440000000.0
